ATeam,ASeed,BTeam,BSeed,ARk,AAdjEM,AAdjO,AStrength_of_Schedule_AdjD,ANCSOS_AdjT,AW,AL,BRk,BAdjEM,BAdjO,BStrength_of_Schedule_AdjD,BNCSOS_AdjT,BW,BL,A_g,A_mp_per_g,A_fg_per_g,A_fga_per_g,A_fg_pct,A_fg2_per_g,A_fg2a_per_g,A_fg2_pct,A_fg3_per_g,A_fg3a_per_g,A_fg3_pct,A_ft_per_g,A_fta_per_g,A_ft_pct,A_orb_per_g,A_drb_per_g,A_trb_per_g,A_ast_per_g,A_stl_per_g,A_blk_per_g,A_tov_per_g,A_pf_per_g,A_pts_per_g,B_g,B_mp_per_g,B_fg_per_g,B_fga_per_g,B_fg_pct,B_fg2_per_g,B_fg2a_per_g,B_fg2_pct,B_fg3_per_g,B_fg3a_per_g,B_fg3_pct,B_ft_per_g,B_fta_per_g,B_ft_pct,B_orb_per_g,B_drb_per_g,B_trb_per_g,B_ast_per_g,B_stl_per_g,B_blk_per_g,B_tov_per_g,B_pf_per_g,B_pts_per_g
Baylor,1,Texas Tech,3,5,26.32,117.9,9,91.6,26,6,9,24.64,109.7,65,85.1,25,9,32,40.2,28.2,60.9,0.464,20.3,37.9,0.535,7.9,23.0,0.346,12.1,17.4,0.698,12.8,24.4,37.1,15.8,8.8,3.4,12.5,15.8,76.5,34,40.4,25.9,55.2,0.47,19.9,36.2,0.551,6.0,19.0,0.314,13.9,19.9,0.699,10.6,25.9,36.5,13.6,8.2,3.5,13.9,16.2,71.7
Arizona,1,Kansas,1,2,27.21,119.6,5,92.4,31,3,6,25.49,119.4,6,93.9,28,6,34,40.1,30.4,61.4,0.496,22.7,39.4,0.575,7.8,21.9,0.354,15.9,21.6,0.738,11.4,29.9,41.4,19.9,6.7,5.7,13.2,16.5,84.6,34,40.4,28.6,59.6,0.481,21.5,39.4,0.545,7.1,20.1,0.355,14.1,19.5,0.724,11.1,26.3,37.4,15.4,6.4,4.1,12.5,15.9,78.6
