Year,Date,Region,Round,PTS,OT,Diff,Location,WinningTeam,WinningSeed,LosingTeam,LosingSeed
2004,"March 20, 2004",Atlanta,Second Round,75,False,3,"Denver, CO",Texas,3,UNC,6
2004,"March 20, 2004",East Rutherford,Second Round,80,False,4,"Raleigh, NC",Wake Forest,4,Manhattan,12
2004,"March 19, 2004",St. Louis,First Round,100,False,2,"Columbus, OH",UAB,9,Washington,8
2004,"March 19, 2004",St. Louis,First Round,51,False,7,"Milwaukee, WI",Boston College,6,Utah,11
2004,"March 19, 2004",Atlanta,First Round,77,False,3,"Columbus, OH",Cincinnati,4,ETSU,13
2004,"March 19, 2004",St. Louis,First Round,60,False,5,"Milwaukee, WI",Georgia Tech,3,Northern Iowa,14
2004,"March 19, 2004",Atlanta,First Round,53,False,19,"Columbus, OH",Illinois,5,Murray State,12
2004,"March 19, 2004",St. Louis,First Round,53,False,25,"Kansas City, MO",Kansas,4,UIC,13
2004,"March 19, 2004",St. Louis,First Round,76,False,20,"Columbus, OH",Kentucky,1,Florida A&M,16
2004,"March 19, 2004",East Rutherford,First Round,43,False,16,"Kansas City, MO",Memphis,7,South Carolina,10
2004,"March 19, 2004",Atlanta,First Round,52,False,33,"Orlando, FL",Mississippi State,2,Monmouth,15
2004,"March 19, 2004",Phoenix,First Round,52,False,9,"Denver, CO",NC State,3,Louisiana,14
2004,"March 19, 2004",East Rutherford,First Round,56,False,19,"Kansas City, MO",Oklahoma State,2,Eastern Washington,15
2004,"March 19, 2004",St. Louis,First Round,58,False,8,"Kansas City, MO",Pacific,12,Providence,5
2004,"March 19, 2004",East Rutherford,First Round,44,False,9,"Milwaukee, WI",Pitt,3,UCF,14
2004,"March 19, 2004",Phoenix,First Round,58,False,13,"Denver, CO",Vanderbilt,6,Western Michigan,11
2004,"March 19, 2004",East Rutherford,First Round,64,False,12,"Milwaukee, WI",Wisconsin,6,Richmond,11
2004,"March 19, 2004",Atlanta,First Round,70,False,10,"Orlando, FL",Xavier,7,Louisville,10
2004,"March 18, 2004",Phoenix,First Round,64,False,1,"Seattle, WA",Alabama,8,Southern Illinois,9
2004,"March 18, 2004",Phoenix,First Round,53,False,17,"Buffalo, NY",UConn,2,Vermont,15
2004,"March 18, 2004",Phoenix,First Round,69,False,7,"Buffalo, NY",DePaul,7,Dayton,10
2004,"March 18, 2004",Atlanta,First Round,61,False,35,"Raleigh, NC",Duke,1,Alabama State,16
2004,"March 18, 2004",St. Louis,First Round,49,False,27,"Seattle, WA",Gonzaga,2,Valparaiso,15
2004,"March 18, 2004",East Rutherford,First Round,60,False,15,"Raleigh, NC",Manhattan,12,Florida,5
2004,"March 18, 2004",Phoenix,First Round,83,False,3,"Denver, CO",Maryland,4,UTEP,13
2004,"March 18, 2004",St. Louis,First Round,66,False,6,"Seattle, WA",Nevada,10,Michigan State,7
2004,"March 18, 2004",Atlanta,First Round,52,False,11,"Denver, CO",UNC,6,Air Force,11
2004,"March 18, 2004",East Rutherford,First Round,63,False,19,"Buffalo, NY",St. Joseph's,1,Liberty,16
2004,"March 18, 2004",Atlanta,First Round,76,False,4,"Raleigh, NC",Seton Hall,8,Arizona,9
2004,"March 18, 2004",Phoenix,First Round,45,False,26,"Seattle, WA",Stanford,1,UTSA,16
2004,"March 18, 2004",Phoenix,First Round,75,False,5,"Denver, CO",Syracuse,5,BYU,12
2004,"March 18, 2004",Atlanta,First Round,49,False,17,"Denver, CO",Texas,3,Princeton,14
2004,"March 18, 2004",East Rutherford,First Round,73,False,3,"Buffalo, NY",Texas Tech,8,Charlotte,9
2004,"March 18, 2004",East Rutherford,First Round,78,False,1,"Raleigh, NC",Wake Forest,4,VCU,13
2004,"March 16, 2004",St. Louis,Opening Round,57,False,15,"Dayton, OH",Florida A&M,16,Lehigh,16
2003,"April 7, 2003",National,National Final,78,False,3,"New Orleans, LA",Syracuse,3,Kansas,2
2003,"April 5, 2003",National,National Semifinal,61,False,33,"New Orleans, LA",Kansas,2,Marquette,3
2003,"April 5, 2003",National,National Semifinal,84,False,11,"New Orleans, LA",Syracuse,3,Texas,1
2003,"March 30, 2003",East,Regional Final,47,False,16,"Albany, NY",Syracuse,3,Oklahoma,1
2003,"March 30, 2003",South,Regional Final,76,False,9,"San Antonio, TX",Texas,1,Michigan State,7
2003,"March 29, 2003",West,Regional Final,75,False,3,"Anaheim, CA",Kansas,2,Arizona,1
2003,"March 29, 2003",Midwest,Regional Final,69,False,14,"Minneapolis, MN",Marquette,3,Kentucky,1
2003,"March 28, 2003",South,Regional Semifinal,58,False,2,"San Antonio, TX",Michigan State,7,Maryland,6
2003,"March 28, 2003",East,Regional Semifinal,54,False,11,"Albany, NY",Oklahoma,1,Butler,12
2003,"March 28, 2003",East,Regional Semifinal,78,False,1,"Albany, NY",Syracuse,3,Auburn,10
2003,"March 28, 2003",South,Regional Semifinal,78,False,4,"San Antonio, TX",Texas,1,UConn,5
2003,"March 27, 2003",West,Regional Semifinal,71,False,17,"Anaheim, CA",Arizona,1,Notre Dame,5
2003,"March 27, 2003",West,Regional Semifinal,65,False,4,"Anaheim, CA",Kansas,2,Duke,3
2003,"March 27, 2003",Midwest,Regional Semifinal,57,False,6,"Minneapolis, MN",Kentucky,1,Wisconsin,5
2003,"March 27, 2003",Midwest,Regional Semifinal,74,False,3,"Minneapolis, MN",Marquette,3,Pitt,2
2003,"March 23, 2003",East,Second Round,62,False,6,"Tampa, FL",Auburn,10,Wake Forest,2
2003,"March 23, 2003",East,Second Round,71,False,8,"Birmingham, AL",Butler,12,Louisville,4
2003,"March 23, 2003",Midwest,Second Round,54,False,20,"Nashville, TN",Kentucky,1,Utah,9
2003,"March 23, 2003",South,Second Round,64,False,13,"Nashville, TN",Maryland,6,Xavier,3
2003,"March 23, 2003",South,Second Round,46,False,22,"Tampa, FL",Michigan State,7,Florida,2
2003,"March 23, 2003",Midwest,Second Round,52,False,22,"Boston, MA",Pitt,2,Indiana,7
2003,"March 23, 2003",East,Second Round,56,False,12,"Boston, MA",Syracuse,3,Oklahoma State,6
2003,"March 23, 2003",South,Second Round,67,False,10,"Birmingham, AL",Texas,1,Purdue,9
2003,"March 22, 2003",West,Second Round,95,False,1,"Salt Lake City, UT",Arizona,1,Gonzaga,9
2003,"March 22, 2003",South,Second Round,74,False,11,"Spokane, WA",UConn,5,Stanford,4
2003,"March 22, 2003",West,Second Round,60,False,26,"Salt Lake City, UT",Duke,3,Central Michigan,11
2003,"March 22, 2003",West,Second Round,76,False,32,"Oklahoma City, OK",Kansas,2,Arizona State,10
2003,"March 22, 2003",Midwest,Second Round,92,True,9,"Indianapolis, IN",Marquette,3,Missouri,6
2003,"March 22, 2003",West,Second Round,60,False,8,"Indianapolis, IN",Notre Dame,5,Illinois,4
2003,"March 22, 2003",East,Second Round,65,False,9,"Oklahoma City, OK",Oklahoma,1,California,8
2003,"March 22, 2003",Midwest,Second Round,60,False,1,"Spokane, WA",Wisconsin,5,Tulsa,13
2003,"March 21, 2003",East,First Round,63,True,2,"Tampa, FL",Auburn,10,St. Joseph's,7
2003,"March 21, 2003",East,First Round,46,False,1,"Birmingham, AL",Butler,12,Mississippi State,5
2003,"March 21, 2003",South,First Round,55,False,30,"Tampa, FL",Florida,2,Sam Houston State,15
2003,"March 21, 2003",Midwest,First Round,62,False,5,"Boston, MA",Indiana,7,Alabama,10
2003,"March 21, 2003",Midwest,First Round,64,False,31,"Nashville, TN",Kentucky,1,IUPUI,16
2003,"March 21, 2003",East,First Round,64,False,22,"Birmingham, AL",Louisville,4,Austin Peay,13
2003,"March 21, 2003",South,First Round,73,False,2,"Nashville, TN",Maryland,6,UNC Wilmington,11
2003,"March 21, 2003",South,First Round,64,False,15,"Tampa, FL",Michigan State,7,Colorado,10
2003,"March 21, 2003",East,First Round,63,False,14,"Boston, MA",Oklahoma State,6,Penn,11
2003,"March 21, 2003",Midwest,First Round,61,False,26,"Boston, MA",Pitt,2,Wagner,15
2003,"March 21, 2003",South,First Round,56,False,24,"Birmingham, AL",Purdue,9,LSU,8
2003,"March 21, 2003",East,First Round,65,False,11,"Boston, MA",Syracuse,3,Manhattan,14
2003,"March 21, 2003",South,First Round,61,False,21,"Birmingham, AL",Texas,1,UNC Asheville,16
2003,"March 21, 2003",Midwest,First Round,58,False,2,"Nashville, TN",Utah,9,Oregon,8
2003,"March 21, 2003",East,First Round,73,False,3,"Tampa, FL",Wake Forest,2,ETSU,15
2003,"March 21, 2003",South,First Round,59,False,12,"Nashville, TN",Xavier,3,Troy,14
2003,"March 20, 2003",West,First Round,51,False,29,"Salt Lake City, UT",Arizona,1,Vermont,16
2003,"March 20, 2003",West,First Round,71,False,13,"Oklahoma City, OK",Arizona State,10,Memphis,7
2003,"March 20, 2003",East,First Round,74,True,2,"Oklahoma City, OK",California,8,NC State,9
2003,"March 20, 2003",West,First Round,73,False,6,"Salt Lake City, UT",Central Michigan,11,Creighton,6
2003,"March 20, 2003",South,First Round,53,False,5,"Spokane, WA",UConn,5,BYU,12
2003,"March 20, 2003",West,First Round,57,False,10,"Salt Lake City, UT",Duke,3,Colorado State,14
2003,"March 20, 2003",West,First Round,69,False,5,"Salt Lake City, UT",Gonzaga,9,Cincinnati,8
2003,"March 20, 2003",West,First Round,60,False,5,"Indianapolis, IN",Illinois,4,Western Kentucky,13
2003,"March 20, 2003",West,First Round,61,False,3,"Oklahoma City, OK",Kansas,2,Utah State,15
2003,"March 20, 2003",Midwest,First Round,68,False,4,"Indianapolis, IN",Marquette,3,Holy Cross,14
2003,"March 20, 2003",Midwest,First Round,71,False,1,"Indianapolis, IN",Missouri,6,Southern Illinois,11
2003,"March 20, 2003",West,First Round,69,False,1,"Indianapolis, IN",Notre Dame,5,Milwaukee,12
2003,"March 20, 2003",East,First Round,54,False,17,"Oklahoma City, OK",Oklahoma,1,South Carolina State,16
2003,"March 20, 2003",South,First Round,69,False,8,"Spokane, WA",Stanford,4,San Diego,13
2003,"March 20, 2003",Midwest,First Round,71,False,13,"Spokane, WA",Tulsa,13,Dayton,4
2003,"March 20, 2003",Midwest,First Round,74,False,7,"Spokane, WA",Wisconsin,5,Weber State,12
2003,"March 18, 2003",South,Opening Round,84,True,8,"Dayton, OH",UNC Asheville,16,Texas Southern,16
2002,"April 1, 2002",National,National Final,52,False,12,"Atlanta, GA",Maryland,1,Indiana,5
2002,"March 30, 2002",National,National Semifinal,64,False,9,"Atlanta, GA",Indiana,5,Oklahoma,2
2002,"March 30, 2002",National,National Semifinal,88,False,9,"Atlanta, GA",Maryland,1,Kansas,1
2002,"March 24, 2002",Midwest,Regional Final,86,False,18,"Madison, WI",Kansas,1,Oregon,2
2002,"March 24, 2002",East,Regional Final,82,False,8,"Syracuse, NY",Maryland,1,UConn,2
2002,"March 23, 2002",South,Regional Final,69,False,12,"Lexington, KY",Indiana,5,Kent State,10
2002,"March 23, 2002",West,Regional Final,75,False,6,"San Jose, CA",Oklahoma,2,Missouri,12
2002,"March 22, 2002",East,Regional Semifinal,59,False,12,"Syracuse, NY",UConn,2,Southern Illinois,11
2002,"March 22, 2002",Midwest,Regional Semifinal,69,False,4,"Madison, WI",Kansas,1,Illinois,4
2002,"March 22, 2002",East,Regional Semifinal,68,False,10,"Syracuse, NY",Maryland,1,Kentucky,4
2002,"March 22, 2002",Midwest,Regional Semifinal,70,False,2,"Madison, WI",Oregon,2,Texas,6
2002,"March 21, 2002",South,Regional Semifinal,73,False,1,"Lexington, KY",Indiana,5,Duke,1
2002,"March 21, 2002",South,Regional Semifinal,73,True,5,"Lexington, KY",Kent State,10,Pitt,3
2002,"March 21, 2002",West,Regional Semifinal,73,False,9,"San Jose, CA",Missouri,12,UCLA,8
2002,"March 21, 2002",West,Regional Semifinal,67,False,21,"San Jose, CA",Oklahoma,2,Arizona,3
2002,"March 17, 2002",East,Second Round,74,False,3,"Washington, DC",UConn,2,NC State,7
2002,"March 17, 2002",Midwest,Second Round,60,False,12,"Chicago, IL",Illinois,4,Creighton,12
2002,"March 17, 2002",East,Second Round,57,False,30,"Washington, DC",Maryland,1,Wisconsin,8
2002,"March 17, 2002",West,Second Round,65,False,13,"Dallas, TX",Oklahoma,2,Xavier,7
2002,"March 17, 2002",South,Second Round,50,False,13,"Pittsburgh, PA",Pitt,3,California,6
2002,"March 17, 2002",East,Second Round,75,False,2,"Chicago, IL",Southern Illinois,11,Georgia,3
2002,"March 17, 2002",Midwest,Second Round,64,False,4,"Dallas, TX",Texas,6,Mississippi State,3
2002,"March 17, 2002",West,Second Round,101,False,4,"Pittsburgh, PA",UCLA,8,Cincinnati,1
2002,"March 16, 2002",West,Second Round,60,False,8,"Albuquerque, NM",Arizona,3,Wyoming,11
2002,"March 16, 2002",South,Second Round,77,False,7,"Greenville, SC",Duke,1,Notre Dame,8
2002,"March 16, 2002",South,Second Round,67,False,9,"Sacramento, CA",Indiana,5,UNC Wilmington,13
2002,"March 16, 2002",Midwest,Second Round,63,False,23,"St. Louis, MO",Kansas,1,Stanford,8
2002,"March 16, 2002",South,Second Round,58,False,13,"Greenville, SC",Kent State,10,Alabama,2
2002,"March 16, 2002",East,Second Round,82,False,5,"St. Louis, MO",Kentucky,4,Tulsa,12
2002,"March 16, 2002",West,Second Round,67,False,16,"Albuquerque, NM",Missouri,12,Ohio State,4
2002,"March 16, 2002",Midwest,Second Round,87,False,5,"Sacramento, CA",Oregon,2,Wake Forest,7
2002,"March 15, 2002",South,First Round,75,False,7,"Pittsburgh, PA",California,6,Penn,11
2002,"March 15, 2002",West,First Round,52,False,38,"Pittsburgh, PA",Cincinnati,1,Boston University,16
2002,"March 15, 2002",East,First Round,67,False,11,"Washington, DC",UConn,2,Hampton,15
2002,"March 15, 2002",Midwest,First Round,82,False,1,"Chicago, IL",Creighton,12,Florida,5
2002,"March 15, 2002",East,First Round,68,False,17,"Chicago, IL",Georgia,3,Murray State,14
2002,"March 15, 2002",Midwest,First Round,64,False,29,"Chicago, IL",Illinois,4,San Diego State,13
2002,"March 15, 2002",East,First Round,70,False,15,"Washington, DC",Maryland,1,Siena,16
2002,"March 15, 2002",Midwest,First Round,58,False,12,"Dallas, TX",Mississippi State,3,McNeese State,14
2002,"March 15, 2002",East,First Round,58,False,11,"Washington, DC",NC State,7,Michigan State,10
2002,"March 15, 2002",West,First Round,63,False,8,"Dallas, TX",Oklahoma,2,UIC,15
2002,"March 15, 2002",South,First Round,54,False,17,"Pittsburgh, PA",Pitt,3,Central Connecticut,14
2002,"March 15, 2002",East,First Round,68,False,8,"Chicago, IL",Southern Illinois,11,Texas Tech,6
2002,"March 15, 2002",Midwest,First Round,57,False,13,"Dallas, TX",Texas,6,Boston College,11
2002,"March 15, 2002",West,First Round,58,False,22,"Pittsburgh, PA",UCLA,8,Ole Miss,9
2002,"March 15, 2002",East,First Round,70,False,10,"Washington, DC",Wisconsin,8,St. John's (NY),9
2002,"March 15, 2002",West,First Round,58,False,12,"Dallas, TX",Xavier,7,Hawaii,10
2002,"March 14, 2002",South,First Round,78,False,8,"Greenville, SC",Alabama,2,Florida Atlantic,15
2002,"March 14, 2002",West,First Round,81,False,5,"Albuquerque, NM",Arizona,3,UCSB,14
2002,"March 14, 2002",South,First Round,37,False,47,"Greenville, SC",Duke,1,Winthrop,16
2002,"March 14, 2002",South,First Round,56,False,19,"Sacramento, CA",Indiana,5,Utah,12
2002,"March 14, 2002",Midwest,First Round,59,False,11,"St. Louis, MO",Kansas,1,Holy Cross,16
2002,"March 14, 2002",South,First Round,61,False,8,"Greenville, SC",Kent State,10,Oklahoma State,7
2002,"March 14, 2002",East,First Round,68,False,15,"St. Louis, MO",Kentucky,4,Valparaiso,13
2002,"March 14, 2002",West,First Round,80,False,13,"Albuquerque, NM",Missouri,12,Miami (FL),5
2002,"March 14, 2002",South,First Round,89,True,4,"Sacramento, CA",UNC Wilmington,13,USC,4
2002,"March 14, 2002",South,First Round,63,False,19,"Greenville, SC",Notre Dame,8,Charlotte,9
2002,"March 14, 2002",West,First Round,64,False,5,"Albuquerque, NM",Ohio State,4,Davidson,13
2002,"March 14, 2002",Midwest,First Round,62,False,19,"Sacramento, CA",Oregon,2,Montana,15
2002,"March 14, 2002",Midwest,First Round,68,False,16,"St. Louis, MO",Stanford,8,Western Kentucky,9
2002,"March 14, 2002",East,First Round,69,False,2,"St. Louis, MO",Tulsa,12,Marquette,5
2002,"March 14, 2002",Midwest,First Round,74,False,9,"Sacramento, CA",Wake Forest,7,Pepperdine,10
2002,"March 14, 2002",West,First Round,66,False,7,"Albuquerque, NM",Wyoming,11,Gonzaga,6
2002,"March 12, 2002",East,Opening Round,77,False,4,"Dayton, OH",Siena,16,Alcorn State,16
